symbol,name,market,display_symbol,coingecko_id,raw_symbol,bucket
CG:boscoin-2,BOScoin,crypto,CG:boscoin-2,boscoin-2,BOS,micro_alt
CG:boscore,BOSCore,crypto,CG:boscore,boscore,BOS,micro_alt
CG:boston-scientific,Boston Scientific,crypto,CG:boston-scientific,boston-scientific,BSX.CX,l1l2
CG:bostte,BOSTTE,crypto,CG:bostte,bostte,BOST,micro_alt
CG:bottlecaps,Bottlecaps,crypto,CG:bottlecaps,bottlecaps,CAP,micro_alt
CG:botton,Botton,crypto,CG:botton,botton,BOC,l1l2
CG:bottos,Bottos,crypto,CG:bottos,bottos,BTO,micro_alt
CG:botxcoin,BOTXCOIN,crypto,CG:botxcoin,botxcoin,BOTX,micro_alt
CG:bountie,Bountie,crypto,CG:bountie,bountie,BNTE,micro_alt
CG:bounty-busters-token,Bounty Busters Token,crypto,CG:bounty-busters-token,bounty-busters-token,XBBT,micro_alt
CG:bounty0x,Bounty0x,crypto,CG:bounty0x,bounty0x,BNTY,micro_alt
CG:boutspro,BoutsPro,crypto,CG:boutspro,boutspro,BOUTS,micro_alt
CG:bowhead-health,Bowhead Health,crypto,CG:bowhead-health,bowhead-health,AHT,micro_alt
CG:bowl-a-coin,Bowl A Coin,crypto,CG:bowl-a-coin,bowl-a-coin,BAC,micro_alt
CG:bowscoin,BowsCoin,crypto,CG:bowscoin,bowscoin,BSC,micro_alt
CG:box-token,BOX Token,crypto,CG:box-token,box-token,BOX,micro_alt
CG:boxaxis,BoxAxis,crypto,CG:boxaxis,boxaxis,BAXS,micro_alt
CG:boxx,Blockparty,crypto,CG:boxx,boxx,BOXX,micro_alt
CG:boxy-coin,BOXY Coin,crypto,CG:boxy-coin,boxy-coin,BOXY,micro_alt
CG:bp-token,Backpack Token,crypto,CG:bp-token,bp-token,BP,micro_alt
CG:bpop,BPOP,crypto,CG:bpop,bpop,BPOP,micro_alt
CG:bqcc-token,BQCC Token,crypto,CG:bqcc-token,bqcc-token,BQCC,micro_alt
CG:bqt,BQT,crypto,CG:bqt,bqt,BQTX,micro_alt
CG:brahmaos,BrahmaOS,crypto,CG:brahmaos,brahmaos,BRM,micro_alt
CG:brainmab,Brainmab,crypto,CG:brainmab,brainmab,BRN,micro_alt
CG:brand-coin,Brand Coin,crypto,CG:brand-coin,brand-coin,BRAND,micro_alt
CG:brapper-token,Brapper Token,crypto,CG:brapper-token,brapper-token,BRAP,micro_alt
CG:brappertoken,BrapperToken,crypto,CG:brappertoken,brappertoken,BRAP,micro_alt
CG:brave-sound-token,Brave Sound Token,crypto,CG:brave-sound-token,brave-sound-token,BRST,micro_alt
CG:bravenge,Bravenge,crypto,CG:bravenge,bravenge,BNG,micro_alt
CG:bravo-coin,BravoCoin,crypto,CG:bravo-coin,bravo-coin,BRAVO,micro_alt
CG:braziliexs-token,Braziliex Token,crypto,CG:braziliexs-token,braziliexs-token,BRZX,micro_alt
CG:brazilreallatoken,BrazilRealLATOKEN,crypto,CG:brazilreallatoken,brazilreallatoken,BRLL,micro_alt
CG:brazio,Brazio,crypto,CG:brazio,brazio,BRAZ,micro_alt
CG:bread,Bread,crypto,CG:bread,bread,BRD,micro_alt
CG:breakout,Breakout,crypto,CG:breakout,breakout,BRK,micro_alt
CG:breakout-stake,Breakout Stake,crypto,CG:breakout-stake,breakout-stake,BRX,micro_alt
CG:breezecoin,Breezecoin,crypto,CG:breezecoin,breezecoin,BRZE,micro_alt
CG:brent-crude-oil-spot,Brent Crude Oil Spot,crypto,CG:brent-crude-oil-spot,brent-crude-oil-spot,XBR.CX,micro_alt
CG:briacoin,BriaCoin,crypto,CG:briacoin,briacoin,BRIA,micro_alt
CG:brick,r/FortNiteBR Bricks,crypto,CG:brick,brick,BRICK,micro_alt
CG:brickblock,BrickBlock,crypto,CG:brickblock,brickblock,BBK,micro_alt
CG:bricktox,Bricktox,crypto,CG:bricktox,bricktox,XBT,micro_alt
CG:bridge-dream-x,Bright Dream X Token,crypto,CG:bridge-dream-x,bridge-dream-x,BDX,micro_alt
CG:bridge-protocol,Bridge Protocol,crypto,CG:bridge-protocol,bridge-protocol,BRDG,micro_alt
CG:bridgecoin,BridgeCoin,crypto,CG:bridgecoin,bridgecoin,BCO,micro_alt
CG:brig,Brig,crypto,CG:brig,brig,BRIG,micro_alt
CG:bring,Noir,crypto,CG:bring,bring,NOR,micro_alt
CG:britcoin,Britcoin,crypto,CG:britcoin,britcoin,BRIT,micro_alt
CG:brixcoin,BrixCoin,crypto,CG:brixcoin,brixcoin,BRIX,micro_alt
CG:brofist-coin,Brofist Coin,crypto,CG:brofist-coin,brofist-coin,PEW,micro_alt
CG:broker-neko-network,Broker Neko Network,crypto,CG:broker-neko-network,broker-neko-network,BNN,micro_alt
CG:brother,BROTHER,crypto,CG:brother,brother,BRAT,micro_alt
CG:bryllite,Bryllite,crypto,CG:bryllite,bryllite,BRC,micro_alt
CG:brz,Brazilian Digital Token,crypto,CG:brz,brz,BRZ,micro_alt
CG:bsc-token,BSC Token,crypto,CG:bsc-token,bsc-token,BSC,micro_alt
CG:bsha3,BSHA3,crypto,CG:bsha3,bsha3,BSHA3,micro_alt
CG:bsv3l,BSV3L,crypto,CG:bsv3l,bsv3l,BSV3L,micro_alt
CG:bsv3s,BSV3S,crypto,CG:bsv3s,bsv3s,BSV3S,micro_alt
CG:bsys,BSYS,crypto,CG:bsys,bsys,BSYS,micro_alt
CG:bt2,Bitcoin SegWit2X,crypto,CG:bt2,bt2,BT2,micro_alt
CG:btc-alpha-token,BTC-Alpha Token,crypto,CG:btc-alpha-token,btc-alpha-token,BAC,micro_alt
CG:btc-biz,BTC BIZ,crypto,CG:btc-biz,btc-biz,BTCBZ,btc_quality
CG:btc-eth-75-25-weight-set,BTC ETH 75%/25% Weight Set,crypto,CG:btc-eth-75-25-weight-set,btc-eth-75-25-weight-set,BTCETH7525,btc_quality
CG:btc-eth-equal-weight-set,BTC ETH Equal Weight Set,crypto,CG:btc-eth-equal-weight-set,btc-eth-equal-weight-set,BTCETH5050,btc_quality
CG:btc-lite,BTC Lite,crypto,CG:btc-lite,btc-lite,BTCL,btc_quality
CG:btc-long-only-alpha-portfolio,BTC Long-Only Alpha Portfolio,crypto,CG:btc-long-only-alpha-portfolio,btc-long-only-alpha-portfolio,BLOAP,btc_quality
CG:btc-moonshot-set,BTC Moonshot Set,crypto,CG:btc-moonshot-set,btc-moonshot-set,BTCMOON,btc_quality
CG:btc-moonshot-x-set,BTC Moonshot X Set,crypto,CG:btc-moonshot-x-set,btc-moonshot-x-set,BTCMOONX,btc_quality
CG:btc-network-demand-set-ii,BTC Network Demand Set II,crypto,CG:btc-network-demand-set-ii,btc-network-demand-set-ii,BYTE,btc_quality
CG:btc-on-chain-beta-portfolio-set,BTC On-Chain Beta Portfolio Set,crypto,CG:btc-on-chain-beta-portfolio-set,btc-on-chain-beta-portfolio-set,BOCBP,btc_quality
CG:btc-range-bond-low-volatility-set,BTC Range Bond Low Volatility Set,crypto,CG:btc-range-bond-low-volatility-set,btc-range-bond-low-volatility-set,BTCLOVOL,btc_quality
CG:btc-range-bound-high-volatility-set,BTC Range Bound High Volatility Set,crypto,CG:btc-range-bound-high-volatility-set,btc-range-bound-high-volatility-set,BTCHIVOL,btc_quality
CG:btc-range-bound-min-volatility-set,BTC Range Bound Min Volatility Set,crypto,CG:btc-range-bound-min-volatility-set,btc-range-bound-min-volatility-set,BTCMINVOL,btc_quality
CG:btc-ta-set-ii,BTC TA Set II,crypto,CG:btc-ta-set-ii,btc-ta-set-ii,BTCUSDCTA,btc_quality
CG:btc-vol-switching-set,BTC Vol Switching Set,crypto,CG:btc-vol-switching-set,btc-vol-switching-set,BVS,btc_quality
CG:btc3l,BTC3L,crypto,CG:btc3l,btc3l,BTC3L,micro_alt
CG:btc3s,BTC3S,crypto,CG:btc3s,btc3s,BTC3S,micro_alt
CG:btcdown,BTCDOWN,crypto,CG:btcdown,btcdown,BTCDOWN,micro_alt
CG:btcf-coin,Bitcoin Fast BTCF,crypto,CG:btcf-coin,btcf-coin,BTCF,btc_quality
CG:btcmoon,BTCMoon,crypto,CG:btcmoon,btcmoon,BTCM,micro_alt
CG:btcshort,BTCShort,crypto,CG:btcshort,btcshort,BTCSHORT,micro_alt
CG:btctalkcoin,BTCtalkcoin,crypto,CG:btctalkcoin,btctalkcoin,TALK,micro_alt
CG:btcup,BTCUP,crypto,CG:btcup,btcup,BTCUP,micro_alt
CG:btecoin,BTEcoin,crypto,CG:btecoin,btecoin,BTE,micro_alt
CG:btf,Bitcoin Faith,crypto,CG:btf,btf,BTF,btc_quality
CG:btrade-coin,BTrade Coin,crypto,CG:btrade-coin,btrade-coin,BTRD,micro_alt
CG:bts-coin,BTS Coin,crypto,CG:bts-coin,bts-coin,BTSC,micro_alt
CG:btse-token,BTSE Token,crypto,CG:btse-token,btse-token,BTSE,micro_alt
CG:btsunicorn,BTSunicorn,crypto,CG:btsunicorn,btsunicorn,BTSUCN,micro_alt
CG:btu-protocol,BTU Protocol,crypto,CG:btu-protocol,btu-protocol,BTU,micro_alt
CG:buccaneer,Buccaneer,crypto,CG:buccaneer,buccaneer,PRIVATE,micro_alt
CG:buck,BUCK,crypto,CG:buck,buck,BUCK,micro_alt
CG:buckhath-coin,BuckHath Coin,crypto,CG:buckhath-coin,buckhath-coin,BHIG,micro_alt
CG:buckstake-coin-masternodes,Buckstake Coin Masternodes,crypto,CG:buckstake-coin-masternodes,buckstake-coin-masternodes,BCM,micro_alt
CG:budbo,Budbo,crypto,CG:budbo,budbo,BUBO,micro_alt
CG:buddy,Buddy,crypto,CG:buddy,buddy,BUD,micro_alt
CG:buggyra-coin-zero,Buggyra Coin Zero,crypto,CG:buggyra-coin-zero,buggyra-coin-zero,BCZERO,micro_alt
CG:buildteam,BuildTeam,crypto,CG:buildteam,buildteam,BUILDTEAM,micro_alt
CG:bullandbear,BullAndBear,crypto,CG:bullandbear,bullandbear,BB,micro_alt
CG:bullbearbitcoin-set-ii,BullBearBitcoin Set II,crypto,CG:bullbearbitcoin-set-ii,bullbearbitcoin-set-ii,BBB,btc_quality
CG:bullbearethereum-set-ii,BullBearEthereum Set II,crypto,CG:bullbearethereum-set-ii,bullbearethereum-set-ii,BBE,majors
CG:bulldog,BULLDOG,crypto,CG:bulldog,bulldog,BULL,micro_alt
CG:bulleon,Bulleon,crypto,CG:bulleon,bulleon,BUL,micro_alt
CG:bullion,Bullion,crypto,CG:bullion,bullion,CBX,micro_alt
CG:bullion-exchange,Bullion Exchange,crypto,CG:bullion-exchange,bullion-exchange,EBLX,micro_alt
CG:bulpcoin,BulpCoin,crypto,CG:bulpcoin,bulpcoin,BULP,micro_alt
CG:bulvrd,BULVRD,crypto,CG:bulvrd,bulvrd,BLVD,micro_alt
CG:bulwark,Bulwark,crypto,CG:bulwark,bulwark,BWK,micro_alt
CG:bumbacoin,BumbaCoin,crypto,CG:bumbacoin,bumbacoin,BUMBA,micro_alt
CG:bumo,BUMO,crypto,CG:bumo,bumo,BU,micro_alt
CG:bunnycoin,Bunnycoin,crypto,CG:bunnycoin,bunnycoin,BUN,micro_alt
CG:bunnytoken,BunnyToken,crypto,CG:bunnytoken,bunnytoken,BUNNY,micro_alt
CG:burn-coin,Burn Coin,crypto,CG:burn-coin,burn-coin,BRN,micro_alt
CG:burn-rebalance,Burn Rebalance,crypto,CG:burn-rebalance,burn-rebalance,BURNR,micro_alt
CG:burnt,BURNT,crypto,CG:burnt,burnt,BURNT,micro_alt
CG:burst,Burst,crypto,CG:burst,burst,BURST,micro_alt
CG:business-chain,Business Chain,crypto,CG:business-chain,business-chain,BNL,micro_alt
CG:business-credit-alliance-chain,Business Credit Alliance Chain,crypto,CG:business-credit-alliance-chain,business-credit-alliance-chain,BCAC,micro_alt
CG:business-credit-substitute,Business Credit Substitute,crypto,CG:business-credit-substitute,business-credit-substitute,BCS,micro_alt
CG:business-ticker-coin,BUSINESS TICKER COIN,crypto,CG:business-ticker-coin,business-ticker-coin,BSTC,micro_alt
CG:buttcoin,ButtCoin,crypto,CG:buttcoin,buttcoin,0XBUTT,micro_alt
CG:butterfly,Butterfly Token,crypto,CG:butterfly,butterfly,BK,micro_alt
CG:butterfly-protocol,Butterfly Protocol,crypto,CG:butterfly-protocol,butterfly-protocol,BPAY,micro_alt
CG:buxcoin,BUXCOIN,crypto,CG:buxcoin,buxcoin,BUX,micro_alt
CG:buy-coin-pos,BuyCoinPos,crypto,CG:buy-coin-pos,buy-coin-pos,BCP,micro_alt
CG:buying-houses-overseas,BUYING HOUSES OVERSEAS,crypto,CG:buying-houses-overseas,buying-houses-overseas,BHOT,micro_alt
CG:buysell,BuySell,crypto,CG:buysell,buysell,BULL,micro_alt
CG:buyucoin-token,BuyUCoin Token,crypto,CG:buyucoin-token,buyucoin-token,BUC,micro_alt
CG:buzcoin,Buzcoin,crypto,CG:buzcoin,buzcoin,BUZ,micro_alt
CG:buzzcoin,BuzzCoin,crypto,CG:buzzcoin,buzzcoin,BUZZ,micro_alt
CG:buzzshow,Buzzshow,crypto,CG:buzzshow,buzzshow,GLDY,micro_alt
CG:bw-token,Bit World Token,crypto,CG:bw-token,bw-token,BWB,micro_alt
CG:byd-company-limited,BYD Company Limited,crypto,CG:byd-company-limited,byd-company-limited,1211.CX,micro_alt
CG:byteball,Obyte,crypto,CG:byteball,byteball,GBYTE,micro_alt
CG:bytecent,Bytecent,crypto,CG:bytecent,bytecent,BYC,micro_alt
CG:bytechcoin,BytechCoin,crypto,CG:bytechcoin,bytechcoin,BYTC,micro_alt
CG:bytecoin,Bytecoin,crypto,CG:bytecoin,bytecoin,BCN,micro_alt
CG:bytex-token,Bytex Token,crypto,CG:bytex-token,bytex-token,BYT,micro_alt
CG:bytom,Bytom,crypto,CG:bytom,bytom,BTM,micro_alt
CG:bytus,Bytus,crypto,CG:bytus,bytus,BYTS,micro_alt
CG:byzbit,BYZBIT,crypto,CG:byzbit,byzbit,BYT,micro_alt
CG:bzedge,BZEdge,crypto,CG:bzedge,bzedge,BZE,micro_alt
CG:bzh-token,BZH TOKEN,crypto,CG:bzh-token,bzh-token,BZH,micro_alt
CG:bzlcoin,BZLCoin,crypto,CG:bzlcoin,bzlcoin,BZL,micro_alt
CG:bzx-dai-itoken,bZx DAI iToken,crypto,CG:bzx-dai-itoken,bzx-dai-itoken,IDAI,micro_alt
CG:c-bit,C-Bit,crypto,CG:c-bit,c-bit,XCT,micro_alt
CG:c0ban,c0ban,crypto,CG:c0ban,c0ban,RYO,micro_alt
CG:c25-platform,C25 Platform,crypto,CG:c25-platform,c25-platform,C25,micro_alt
CG:c2x,C2X,crypto,CG:c2x,c2x,C2XT,micro_alt
CG:c3-wallet,C3 Wallet,crypto,CG:c3-wallet,c3-wallet,C3W,micro_alt
CG:cabox,CABox,crypto,CG:cabox,cabox,CAB,micro_alt
CG:cache-token,Cache,crypto,CG:cache-token,cache-token,CACHE,micro_alt
CG:cachecoin,Cachecoin,crypto,CG:cachecoin,cachecoin,CACH,micro_alt
CG:cadem,Cedem,crypto,CG:cadem,cadem,CDE,micro_alt
CG:cadeos,CADEOS,crypto,CG:cadeos,cadeos,ADE,micro_alt
CG:cagecoin,Cagecoin,crypto,CG:cagecoin,cagecoin,CAGE,micro_alt
CG:cai-token,Cai Token,crypto,CG:cai-token,cai-token,CAI,micro_alt
CG:caica-coin,CAICA Coin,crypto,CG:caica-coin,caica-coin,CICC,micro_alt
CG:caixa-pay,Caixa Pay,crypto,CG:caixa-pay,caixa-pay,CXP,micro_alt
CG:cajutel,Cajutel,crypto,CG:cajutel,cajutel,CAJ,micro_alt
CG:californium,Californium,crypto,CG:californium,californium,CF,micro_alt
CG:callisto,Callisto Network,crypto,CG:callisto,callisto,CLO,micro_alt
CG:caluracoin,CaluraCoin,crypto,CG:caluracoin,caluracoin,CLC,micro_alt
CG:calvarycoin,Calvarycoin,crypto,CG:calvarycoin,calvarycoin,CVC,micro_alt
CG:campbell-soup,Campbell Soup,crypto,CG:campbell-soup,campbell-soup,CPB.CX,micro_alt
CG:campuscoin,CampusCoin,crypto,CG:campuscoin,campuscoin,CMPCO,micro_alt
CG:canada-ecoin,Canada eCoin,crypto,CG:canada-ecoin,canada-ecoin,CDN,micro_alt
CG:candy,Candy,crypto,CG:candy,candy,CANDY,micro_alt
CG:candy-box,Candy Box,crypto,CG:candy-box,candy-box,CANDYBOX,micro_alt
CG:cannabiscoin,CannabisCoin,crypto,CG:cannabiscoin,cannabiscoin,CANN,micro_alt
CG:cannacoin,Cannacoin,crypto,CG:cannacoin,cannacoin,CCN,micro_alt
CG:cannadrix,Cannadrix,crypto,CG:cannadrix,cannadrix,CND,micro_alt
CG:canonchain,CanonChain,crypto,CG:canonchain,canonchain,CZR,micro_alt
CG:capdax,Capdax,crypto,CG:capdax,capdax,XCD,micro_alt
CG:capital-x-cell,CAPITAL X CELL,crypto,CG:capital-x-cell,capital-x-cell,CXC,micro_alt
CG:capitalsharetoken,Capitalsharetoken,crypto,CG:capitalsharetoken,capitalsharetoken,CSTO,micro_alt
CG:cappasity,Cappasity,crypto,CG:cappasity,cappasity,CAPP,micro_alt
CG:capricoin,Capricoin,crypto,CG:capricoin,capricoin,CPS,micro_alt
CG:car-sharing,Car Sharing,crypto,CG:car-sharing,car-sharing,CARS,micro_alt
CG:carat,CARAT,crypto,CG:carat,carat,CARAT,micro_alt
CG:carbcoin,CarbCoin,crypto,CG:carbcoin,carbcoin,CARB,micro_alt
CG:carblock,CarBlock,crypto,CG:carblock,carblock,CAR,micro_alt
CG:carbon-grid,Carbon Grid,crypto,CG:carbon-grid,carbon-grid,CGRID,micro_alt
CG:carbon-money,Carbon Money,crypto,CG:carbon-money,carbon-money,CUSD,micro_alt
CG:carbon-zero,Carbon Zero,crypto,CG:carbon-zero,carbon-zero,CZE,micro_alt
CG:carboncoin,Carboncoin,crypto,CG:carboncoin,carboncoin,CARBON,micro_alt
CG:carboneum,Carboneum,crypto,CG:carboneum,carboneum,C8,micro_alt
CG:carchain,CarChain,crypto,CG:carchain,carchain,CARX,micro_alt
CG:cardano,Cardano,crypto,CG:cardano,cardano,ADA,majors
CG:cardano-classic,CARDANO CLASSIC,crypto,CG:cardano-classic,cardano-classic,CADAC,majors
CG:cardbuyers,CardBuyers,crypto,CG:cardbuyers,cardbuyers,BCARD,micro_alt
CG:cardstack,Cardstack,crypto,CG:cardstack,cardstack,CARD,micro_alt
CG:carebit,Carebit,crypto,CG:carebit,carebit,CARE,micro_alt
CG:careercoin,CareerCoin,crypto,CG:careercoin,careercoin,CAR,micro_alt
CG:careon-chain,Careon Chain,crypto,CG:careon-chain,careon-chain,REO,micro_alt
CG:cargox,CargoX,crypto,CG:cargox,cargox,CXO,micro_alt
CG:carinet-token,CariNet,crypto,CG:carinet-token,carinet-token,CIT,micro_alt
CG:carlive-chain,Carlive Chain,crypto,CG:carlive-chain,carlive-chain,IOV,micro_alt
CG:carnomic,Carnomic,crypto,CG:carnomic,carnomic,CARM,micro_alt
CG:carrot,Carrot,crypto,CG:carrot,carrot,CARROT,micro_alt
CG:carry,Carry,crypto,CG:carry,carry,CRE,micro_alt
CG:cartaxi,CarTaxi,crypto,CG:cartaxi,cartaxi,CTX,micro_alt
CG:cartesi,Cartesi,crypto,CG:cartesi,cartesi,CTSI,micro_alt
CG:carvertical,carVertical,crypto,CG:carvertical,carvertical,CV,micro_alt
CG:cash-poker-pro,Cash Poker Pro,crypto,CG:cash-poker-pro,cash-poker-pro,CASH,micro_alt
CG:cash2,Cash2,crypto,CG:cash2,cash2,CASH2,micro_alt
CG:cashaa,Cashaa,crypto,CG:cashaa,cashaa,CAS,micro_alt
CG:cashbery-coin,Cashbery Coin,crypto,CG:cashbery-coin,cashbery-coin,CBC,micro_alt
CG:cashbet-coin,CashBet Coin,crypto,CG:cashbet-coin,cashbet-coin,CBC,micro_alt
CG:cashcoin,Cashcoin,crypto,CG:cashcoin,cashcoin,CASH,micro_alt
CG:cashex-global-coin,Cashex Global Coin,crypto,CG:cashex-global-coin,cashex-global-coin,CXGC,micro_alt
CG:cashhand,Cashhand,crypto,CG:cashhand,cashhand,CHND,micro_alt
CG:cashierest-affiliate-program-token,Cashierest Affiliate Program Token,crypto,CG:cashierest-affiliate-program-token,cashierest-affiliate-program-token,CAP,micro_alt
CG:cashpayz-token,Cashpayz Token,crypto,CG:cashpayz-token,cashpayz-token,CPC,micro_alt
CG:casinocoin,Casinocoin,crypto,CG:casinocoin,casinocoin,CSC,micro_alt
CG:caspian,Caspian,crypto,CG:caspian,caspian,CSP,micro_alt
CG:castweet,Castweet,crypto,CG:castweet,castweet,CTT,micro_alt
CG:catalent-inc,Catalent Inc,crypto,CG:catalent-inc,catalent-inc,CTLT.CX,micro_alt
CG:catalyst,Catalyst,crypto,CG:catalyst,catalyst,XAT,micro_alt
CG:catcoin,Catcoin,crypto,CG:catcoin,catcoin,CAT,micro_alt
CG:catex-token,Catex Token,crypto,CG:catex-token,catex-token,CATT,micro_alt
CG:catocoin,CatoCoin,crypto,CG:catocoin,catocoin,CATO,micro_alt
CG:cazcoin,Cazcoin,crypto,CG:cazcoin,cazcoin,CAZ,micro_alt
CG:cb-token,COINBIG,crypto,CG:cb-token,cb-token,CB,micro_alt
CG:cbccoin,CBCCOIN,crypto,CG:cbccoin,cbccoin,CBC,micro_alt
CG:cbe,The Chain of Business Entertainment,crypto,CG:cbe,cbe,CBE,micro_alt
CG:cbi-index-7,CBI Index 7,crypto,CG:cbi-index-7,cbi-index-7,CBIX7,micro_alt
CG:cca-token,CCA Token,crypto,CG:cca-token,cca-token,CCA,micro_alt
CG:ccbrother,CCBrother,crypto,CG:ccbrother,ccbrother,CBR,micro_alt
CG:ccore,Ccore,crypto,CG:ccore,ccore,CCO,micro_alt
CG:cctc,CCTC,crypto,CG:cctc,cctc,CCTC,micro_alt
CG:cctcoin,cctcoin,crypto,CG:cctcoin,cctcoin,CCTC,micro_alt
CG:cctime,CCTime,crypto,CG:cctime,cctime,XCT,micro_alt
CG:ccuniverse,CCUniverse,crypto,CG:ccuniverse,ccuniverse,UVU,micro_alt
CG:ccvt,CCVT,crypto,CG:ccvt,ccvt,CCVT,micro_alt
CG:ccy-chain,CCY Chain,crypto,CG:ccy-chain,ccy-chain,CCY,micro_alt
CG:cdai,Compound Dai,crypto,CG:cdai,cdai,CDAI,defi
CG:cdc-foundation,Commerce Data Connection,crypto,CG:cdc-foundation,cdc-foundation,CDC,micro_alt
CG:cdcc,CDCC,crypto,CG:cdcc,cdcc,CDCC,micro_alt
CG:cds,Commerce Digital Storm,crypto,CG:cds,cds,CDS,micro_alt
CG:cedex,CEDEX,crypto,CG:cedex,cedex,CEDEX,micro_alt
CG:ceek,CEEK Smart VR Token,crypto,CG:ceek,ceek,CEEK,micro_alt
CG:celcoin,CelCoin,crypto,CG:celcoin,celcoin,CELC,micro_alt
CG:celer-network,Celer Network,crypto,CG:celer-network,celer-network,CELR,micro_alt
CG:celeum,Celeum,crypto,CG:celeum,celeum,CLX,micro_alt
CG:celo-gold,Celo,crypto,CG:celo-gold,celo-gold,CGLD,micro_alt
CG:celsius-degree-token,Celsius Network,crypto,CG:celsius-degree-token,celsius-degree-token,CEL,micro_alt
CG:cenfura-token,Cenfura Token,crypto,CG:cenfura-token,cenfura-token,XCF,micro_alt
CG:centasavex,Centasavex,crypto,CG:centasavex,centasavex,CSX,micro_alt
CG:centaure,Centaure,crypto,CG:centaure,centaure,CEN,micro_alt
CG:centauri-coin,Centauri Coin,crypto,CG:centauri-coin,centauri-coin,CTX,micro_alt
CG:centercoin,CENTERCOIN,crypto,CG:centercoin,centercoin,CENT,micro_alt
CG:centex,CENTEX,crypto,CG:centex,centex,CNTX,micro_alt
CG:centrality,Centrality,crypto,CG:centrality,centrality,CENNZ,micro_alt
CG:centurion,Centurion,crypto,CG:centurion,centurion,CNT,micro_alt
CG:cerium,Cerium,crypto,CG:cerium,cerium,XCE,micro_alt
CG:certified-carbon-emission-transaction,Certified Carbon Emission Transaction,crypto,CG:certified-carbon-emission-transaction,certified-carbon-emission-transaction,CERT,micro_alt
CG:certurium,Certurium,crypto,CG:certurium,certurium,CRT,micro_alt
CG:cfo-token,CFO Token,crypto,CG:cfo-token,cfo-token,CFO,micro_alt
CG:cfun,CFun,crypto,CG:cfun,cfun,CFUN,micro_alt
CG:cgc-token,CGC Token,crypto,CG:cgc-token,cgc-token,CGC,micro_alt
CG:cgcx,CGCX,crypto,CG:cgcx,cgcx,CGCX,micro_alt
CG:cgf-coin,CGF Coin,crypto,CG:cgf-coin,cgf-coin,CGF,micro_alt
CG:chad-link-set,Chad Link Set,crypto,CG:chad-link-set,chad-link-set,CHADLINK,micro_alt
CG:chai,Chai,crypto,CG:chai,chai,CHAI,micro_alt
CG:chain-finance,Chain Finance,crypto,CG:chain-finance,chain-finance,CFC,micro_alt
CG:chain-of-talent-spcout,Chain Of Talent Spcout,crypto,CG:chain-of-talent-spcout,chain-of-talent-spcout,CTS,micro_alt
CG:chaince-token,Chaince Token,crypto,CG:chaince-token,chaince-token,CET,micro_alt
CG:chaincoin,Chaincoin,crypto,CG:chaincoin,chaincoin,CHC,micro_alt
CG:chainium,WeOwn,crypto,CG:chainium,chainium,CHX,micro_alt
CG:chainlink,ChainLink,crypto,CG:chainlink,chainlink,LINK,infra
CG:chainpay,Chainpay,crypto,CG:chainpay,chainpay,CPAY,micro_alt
CG:chainx,ChainX,crypto,CG:chainx,chainx,PCX,micro_alt
CG:chainzilla,Chainzilla,crypto,CG:chainzilla,chainzilla,ZILLA,micro_alt
CG:challengedac,ChallengeDAC,crypto,CG:challengedac,challengedac,CHL,micro_alt
CG:chance-bet,Chance Bet,crypto,CG:chance-bet,chance-bet,CHANC,micro_alt
CG:chancoin,ChanCoin,crypto,CG:chancoin,chancoin,CHAN,micro_alt
CG:chanecoin,Chanecoin,crypto,CG:chanecoin,chanecoin,CHANE,micro_alt
CG:change,Change,crypto,CG:change,change,CAG,micro_alt
CG:changenow-token,Now Token,crypto,CG:changenow-token,changenow-token,NOW,micro_alt
CG:charg-coin,Charg Coin,crypto,CG:charg-coin,charg-coin,CHG,micro_alt
CG:charity,Charity,crypto,CG:charity,charity,CHRT,micro_alt
CG:charity-alfa,Charity Alfa,crypto,CG:charity-alfa,charity-alfa,MICH,micro_alt
CG:chars,CHARS,crypto,CG:chars,chars,CHARS,micro_alt
CG:charter-foundation,Charter Foundation,crypto,CG:charter-foundation,charter-foundation,CAF,micro_alt
CG:chatbit,Chatbit,crypto,CG:chatbit,chatbit,CBT,micro_alt
CG:chatcoin,ChatCoin,crypto,CG:chatcoin,chatcoin,CHAT,micro_alt
CG:chaucha,Chaucha,crypto,CG:chaucha,chaucha,CHA,micro_alt
CG:chbt,CHBT,crypto,CG:chbt,chbt,CHBT,micro_alt
CG:cheese,CHEESE,crypto,CG:cheese,cheese,CHEESE,micro_alt
CG:chemours,Chemours,crypto,CG:chemours,chemours,CC.CX,micro_alt
CG:cherry-cube,Cherry Cube,crypto,CG:cherry-cube,cherry-cube,CTO,micro_alt
CG:cherry-token,Cherry Token,crypto,CG:cherry-token,cherry-token,YT,micro_alt
CG:chesapeake-energy-corp,Chesapeake Energy Corp,crypto,CG:chesapeake-energy-corp,chesapeake-energy-corp,CHK.CX,micro_alt
CG:chess-coin,Chess Coin,crypto,CG:chess-coin,chess-coin,CHESS,micro_alt
CG:chesscoin,ChessCoin,crypto,CG:chesscoin,chesscoin,CHESS,micro_alt
CG:chex-2,CHEX,crypto,CG:chex-2,chex-2,CHEX,micro_alt
CG:chex-token,CHEX Token,crypto,CG:chex-token,chex-token,CHEX,micro_alt
